sex,afqt,arith,word,parag,math
female,222,57,59,56,49
male,220,58,52,62,54
male,220,57,48,53,65
male,218,59,55,50,55
female,218,58,50,56,60
female,220,50,57,62,54
female,220,51,56,59,57
male,220,57,56,59,51
male,222,54,61,56,48
female,220,54,56,59,54
female,222,53,59,62,49
female,220,53,59,53,55
male,218,62,51,59,52
male,220,51,61,59,49
female,222,51,59,56,55
male,222,62,59,50,48
female,220,53,61,53,51
male,222,51,59,56,55
female,218,58,50,56,60
male,222,47,59,62,55
female,222,59,57,53,51
female,220,54,57,56,54
male,218,57,55,50,57
female,220,55,48,56,65
male,220,50,60,56,54
female,218,59,54,53,55
male,222,57,59,56,49
male,223,59,57,59,48
male,219,58,55,50,57
male,223,61,55,53,54
female,221,54,57,56,55
male,219,54,54,47,65
male,223,59,59,56,48
female,221,51,57,50,62
male,221,65,50,59,52
female,221,51,59,59,54
female,223,47,57,59,60
female,221,46,60,62,55
male,221,51,55,56,62
female,223,47,59,56,60
female,223,55,60,59,48
female,223,59,56,56,52
female,223,58,54,56,57
male,219,55,55,50,60
female,219,58,54,53,57
female,223,58,52,59,57
male,221,62,56,53,51
female,223,36,61,62,63
male,221,61,54,59,52
female,221,51,54,59,62
female,221,54,52,53,63
male,221,62,54,50,55
male,221,54,57,56,55
male,223,55,56,62,52
female,221,53,60,62,48
male,221,61,57,56,48
female,223,50,59,56,57
female,221,64,51,50,57
male,221,53,54,59,60
female,221,50,57,62,55
female,223,59,54,62,52
male,219,62,51,53,57
male,221,59,55,56,54
male,223,55,52,59,60
female,223,53,59,56,54
female,221,61,54,59,52
female,221,55,56,59,54
male,223,53,55,59,58
female,221,61,57,62,44
female,221,57,55,62,52
female,223,59,60,59,44
female,221,57,59,59,48
male,221,51,56,59,58
male,223,58,55,53,57
male,223,57,59,50,54
female,221,54,48,62,63
male,223,59,56,56,52
female,223,53,55,53,62
female,221,51,59,59,54
female,221,58,55,56,55
male,221,43,59,53,66
female,223,47,59,56,60
male,221,53,61,53,52
male,223,53,55,53,62
female,223,53,57,59,54
male,221,47,59,59,58
male,219,61,52,56,54
male,219,59,50,56,60
male,223,59,55,59,52
male,219,62,52,50,57
male,223,59,60,59,44
female,221,55,55,56,58
female,223,57,60,47,54
female,223,50,60,53,57
male,221,58,56,53,55
female,223,50,61,62,49
female,223,55,56,50,60
female,219,57,51,59,58
female,221,62,55,56,51
male,221,62,56,53,51
male,221,62,52,53,55
male,223,51,60,59,52
male,221,57,57,56,52
male,221,58,57,50,55
male,221,58,56,53,55
female,223,51,61,62,48
male,221,53,60,56,52
male,221,53,61,59,48
male,221,65,52,62,48
female,223,54,57,53,57
male,223,64,54,56,51
male,219,57,50,56,62
male,223,58,54,56,57
female,223,53,61,50,54
female,221,64,48,56,57
male,220,58,54,53,58
male,220,58,55,50,58
male,222,57,59,47,57
male,224,62,54,56,54
male,222,65,54,44,57
male,224,61,54,56,55
female,224,50,57,59,58
male,222,62,48,56,60
female,224,59,52,59,57
female,222,59,56,53,55
male,224,57,59,50,55
male,222,57,55,56,57
female,222,53,59,53,57
male,220,58,52,56,58
female,222,54,60,56,52
female,224,57,55,59,55
male,224,61,55,53,55
male,222,54,59,59,52
male,224,61,52,59,55
female,224,59,52,59,57
female,222,47,61,59,55
female,220,51,52,56,65
female,220,61,51,59,55
male,224,55,55,59,57
female,222,50,60,62,52
female,222,46,60,56,60
male,224,59,56,50,57
female,220,53,54,53,63
female,224,50,59,56,58
male,222,62,47,56,62
male,224,62,57,47,54
male,220,58,50,56,62
female,224,54,59,50,58
female,222,55,60,50,55
male,224,61,52,59,55
male,222,57,52,47,65
female,224,57,59,56,51
female,224,53,57,59,55
male,224,59,55,53,57
female,222,57,54,59,57
male,224,57,56,56,55
female,222,55,56,59,55
female,224,50,54,62,62
female,222,51,55,56,63
female,224,59,59,56,49
female,222,51,61,59,51
male,222,51,60,56,55
male,222,49,56,53,65
male,222,61,56,44,57
female,222,55,56,59,55
male,224,57,57,59,51
female,224,61,54,62,51
male,224,58,54,62,54
male,220,64,52,56,52
female,224,54,57,53,58
male,224,50,57,53,62
female,224,50,59,62,54
female,224,51,60,53,57
male,220,61,56,47,55
female,224,50,59,62,54
female,224,54,55,53,62
male,222,53,57,56,57
female,220,57,52,50,63
female,224,51,59,56,57
female,224,62,51,62,54
male,220,57,52,50,63
male,224,53,52,59,63
female,224,54,55,59,58
male,224,50,59,56,58
female,222,50,60,62,52
male,224,58,56,56,54
male,224,58,54,56,58
female,222,61,55,62,49
male,220,61,56,47,55
female,224,54,57,53,58
female,224,50,59,56,58
male,224,59,60,53,49
female,222,59,56,53,55
female,224,50,60,59,54
male,222,57,59,59,49
male,222,51,57,62,55
female,224,53,60,53,55
female,222,49,59,59,57
male,224,57,59,56,51
male,222,58,56,59,52
male,224,51,59,56,57
female,224,53,60,59,51
male,222,62,57,56,48
male,224,61,56,56,51
male,222,55,57,62,51
female,224,54,61,62,46
male,224,57,60,53,51
male,220,54,55,50,62
female,222,59,55,56,55
female,222,54,59,47,60
male,222,53,61,59,49
female,223,51,59,53,60
male,223,50,60,56,57
female,223,57,57,56,54
male,225,59,55,59,54
female,223,62,59,53,49
female,225,57,60,53,52
female,225,53,61,56,52
female,223,55,59,59,52
female,223,53,60,56,54
male,223,58,48,56,65
female,225,59,56,56,54
female,225,54,54,56,63
female,225,54,54,56,63
male,225,51,55,59,62
male,223,53,59,59,54
female,223,61,57,50,54
female,221,55,52,56,62
female,225,57,52,59,60
male,221,55,50,56,66
female,225,59,52,59,58
male,221,58,52,50,63
female,225,55,57,59,54
male,221,61,52,50,60
female,223,55,60,56,52
male,225,55,57,53,58
female,225,57,60,53,52
male,223,58,57,62,49
male,223,65,56,59,46
female,225,50,60,59,55
male,225,47,59,56,62
male,225,51,54,62,62
female,223,57,56,59,54
female,223,50,60,56,57
male,223,58,55,56,57
male,221,57,52,56,60
male,225,61,57,53,52
female,223,55,54,59,60
female,223,57,57,56,54
female,225,55,54,56,62
female,223,58,56,53,57
female,225,57,54,56,60
male,225,55,56,62,54
male,225,59,55,59,54
male,223,55,59,59,52
female,223,51,56,59,60
female,225,54,57,59,55
female,223,61,56,44,58
male,225,53,60,59,52
female,223,59,61,53,48
male,223,53,59,59,54
male,223,61,54,59,54
male,225,59,52,59,58
female,223,54,57,56,57
female,225,59,51,62,58
male,225,55,59,56,54
female,223,55,61,59,48
male,225,58,57,59,51
male,223,47,59,59,60
male,223,49,60,56,58
female,223,58,55,56,57
male,225,51,57,53,62
female,225,54,61,56,51
female,225,53,61,56,52
male,221,62,52,56,55
male,221,55,52,56,62
female,225,55,56,62,54
female,223,49,59,53,62
male,225,55,54,56,62
male,225,55,56,56,58
male,225,58,56,62,51
male,223,55,56,53,60
male,221,59,50,62,58
male,223,58,57,62,49
male,225,59,56,56,54
male,221,59,51,59,58
female,225,58,59,56,51
male,225,61,60,47,52
female,225,55,56,50,62
male,223,53,60,56,54
female,223,55,61,53,52
male,225,57,59,56,52
female,225,58,57,53,55
female,225,53,61,62,48
female,221,59,50,56,62
female,225,62,55,53,55
female,225,61,56,56,52
male,225,58,57,53,55
male,223,58,54,44,65
male,223,59,60,62,44
male,223,62,55,62,49
male,223,61,61,53,46
female,224,53,56,53,63
male,222,62,50,56,60
female,226,49,59,62,57
male,222,55,54,53,63
female,224,51,54,59,65
female,224,55,52,53,65
female,224,58,54,50,62
female,224,49,61,59,55
male,224,58,57,56,54
male,222,53,51,59,65
male,224,59,51,50,65
female,226,62,57,53,52
female,226,58,55,53,60
male,224,59,52,47,65
male,226,55,52,59,63
male,224,55,54,50,65
female,226,51,54,62,63
female,226,55,54,56,63
female,224,51,59,59,57
female,226,54,55,59,60
female,224,54,56,53,62
male,222,64,50,56,58
female,226,53,55,53,65
male,224,62,54,50,58
male,224,55,60,62,49
female,224,53,55,56,63
male,224,55,59,53,57
female,226,62,59,56,48
male,226,54,57,53,60
female,226,57,55,59,57
female,224,58,57,56,54
female,224,50,59,59,58
female,226,58,57,59,52
female,224,50,60,56,58
female,224,50,60,56,58
male,224,54,56,53,62
female,224,59,55,56,57
male,224,57,57,56,55
female,222,55,52,56,63
male,224,61,57,56,51
male,224,51,59,59,57
female,222,55,54,53,63
female,224,54,50,59,66
female,224,46,59,59,62
female,226,53,61,62,49
female,226,55,57,59,55
female,222,53,54,53,65
female,224,58,52,53,62
male,222,61,54,53,57
male,226,49,60,59,57
male,224,59,59,59,49
female,224,55,59,53,57
female,224,46,59,59,62
female,226,57,55,59,57
male,224,61,55,56,55
female,224,57,57,56,55
female,224,54,57,56,58
male,226,50,54,56,68
male,224,55,56,59,57
female,226,53,56,62,57
male,226,55,60,59,51
male,226,50,61,62,52
male,224,58,59,53,54
male,226,59,56,56,55
male,224,53,59,59,55
male,224,54,55,56,62
female,224,54,59,59,54
female,224,55,61,59,49
male,224,54,56,59,58
male,224,59,55,56,57
female,226,51,61,56,55
female,226,53,55,53,65
female,224,58,56,53,58
male,224,54,56,53,62
female,226,57,57,53,57
male,226,55,54,56,63
female,224,61,48,53,65
male,224,59,60,56,49
male,222,61,54,53,57
male,224,51,57,62,57
male,227,64,55,59,51
female,227,53,56,56,62
male,227,51,56,62,60
male,227,57,56,56,58
female,227,57,59,56,54
male,227,53,60,53,58
female,227,57,56,56,58
male,225,59,54,59,58
male,225,55,56,59,58
female,225,54,61,53,55
male,225,55,54,59,62
female,225,59,56,59,54
male,227,55,61,62,48
female,223,61,55,50,58
male,227,53,59,56,58
female,227,49,61,62,54
male,225,55,54,50,66
male,225,55,56,59,58
female,225,55,60,56,54
female,227,53,57,53,62
female,227,53,57,59,58
female,227,51,57,59,60
female,223,59,55,50,60
male,227,61,54,56,58
male,225,59,54,50,62
male,227,61,52,59,58
male,225,50,59,53,63
male,225,59,59,53,54
male,225,58,57,56,55
female,225,65,52,62,52
female,225,55,52,62,62
male,225,58,56,59,55
male,227,61,56,50,58
male,227,53,57,59,58
male,225,65,47,59,60
female,225,54,59,59,55
female,225,55,57,62,54
female,225,55,52,53,66
female,227,55,61,56,52
male,225,62,52,47,63
male,225,59,56,59,54
male,223,62,57,44,57
male,225,59,48,53,68
female,223,57,55,50,62
male,227,55,54,62,60
female,225,57,50,53,68
male,227,58,56,56,57
male,227,57,55,53,62
female,227,49,60,59,58
female,223,57,52,56,62
male,225,62,56,53,55
female,227,59,60,59,48
female,225,49,60,56,60
female,225,59,52,53,62
male,223,59,55,50,60
male,225,58,56,59,55
female,225,57,60,62,48
male,227,57,59,56,54
female,227,64,52,59,55
female,223,61,51,59,58
female,223,59,56,47,60
female,225,57,56,53,60
male,225,53,59,53,60
male,223,57,54,53,62
female,225,61,59,53,52
male,225,55,57,56,58
male,223,57,52,56,62
male,227,53,55,59,62
male,223,64,52,56,55
male,223,59,54,53,60
male,225,61,57,56,52
female,225,55,57,56,58
male,225,53,56,59,60
female,225,59,56,59,54
male,227,58,55,59,57
female,225,61,59,59,48
female,227,57,55,59,58
female,225,51,55,62,62
female,225,59,57,50,58
male,227,57,52,59,62
female,225,54,59,59,55
female,227,59,59,56,52
male,225,59,57,56,54
female,225,55,57,62,54
female,225,58,57,56,55
male,225,62,57,56,51
female,227,47,59,62,60
male,225,53,61,59,52
female,227,55,60,59,52
female,225,55,59,53,58
female,227,55,55,59,60
male,225,55,56,59,58
male,225,51,60,50,62
male,227,59,54,56,60
male,225,57,61,59,48
male,225,58,57,62,51
male,225,59,57,56,54
female,227,53,59,56,58
male,227,58,56,56,57
female,225,53,61,59,52
female,225,58,59,59,51
female,223,65,52,50,58
female,225,55,57,62,54
male,227,58,55,59,57
male,227,55,61,56,52
female,228,51,60,59,57
male,226,61,57,50,57
male,228,61,55,59,55
male,228,58,54,56,62
female,224,58,51,53,66
female,226,50,57,62,60
male,226,65,56,44,57
female,226,59,56,44,63
male,228,59,57,53,57
male,224,62,52,56,58
female,228,50,57,59,62
female,228,54,55,59,62
female,226,58,61,53,52
male,226,61,54,59,57
male,228,54,60,59,54
female,228,58,55,59,58
male,226,58,59,59,52
female,226,57,56,59,57
female,228,55,57,59,57
female,228,58,57,53,58
female,226,54,52,53,68
male,226,61,57,62,49
male,224,61,54,47,63
female,228,55,54,56,65
female,228,58,51,62,62
male,224,61,51,53,63
male,228,66,54,56,54
male,228,50,59,56,62
female,228,58,54,62,58
female,228,61,55,59,55
male,226,64,50,53,62
male,228,49,57,59,63
female,228,53,59,62,55
female,228,55,61,62,49
female,228,54,57,59,58
female,224,57,51,59,63
female,226,62,56,59,52
male,224,55,54,53,65
female,226,62,54,50,60
male,226,58,55,56,60
female,228,54,60,59,54
male,226,61,59,59,49
male,228,61,57,59,51
male,228,59,55,59,57
female,226,58,60,56,52
male,228,58,56,62,54
male,228,64,59,50,52
female,228,62,56,56,54
male,228,61,59,56,51
female,228,58,55,59,58
male,224,61,50,56,63
male,226,59,56,59,55
male,228,58,54,62,58
male,226,55,60,56,55
male,226,57,59,53,57
male,228,61,59,56,51
female,228,62,57,53,54
male,228,55,61,50,57
female,228,54,61,56,54
female,226,61,55,56,57
female,228,55,59,56,57
male,228,58,60,53,54
male,226,65,57,32,63
male,224,57,51,59,63
female,228,53,61,56,55
male,228,58,60,53,54
male,228,54,57,53,62
female,226,58,57,50,60
female,226,49,61,59,57
female,226,55,61,59,51
male,228,57,60,53,55
female,226,51,56,59,63
female,226,58,59,59,52
female,226,64,50,53,62
male,226,61,55,56,57
male,228,65,56,50,55
female,226,53,59,59,57
male,226,66,54,59,52
female,226,59,57,56,55
male,226,59,57,56,55
male,226,55,57,62,55
female,228,51,60,59,57
female,226,59,56,59,55
male,226,58,60,56,52
male,226,55,59,59,55
male,228,50,57,59,62
male,224,55,52,56,65
female,228,55,56,62,57
male,228,55,59,56,57
male,229,57,54,62,60
male,227,54,60,56,57
male,227,59,56,53,60
female,227,55,57,56,60
female,229,51,61,56,58
female,227,59,54,59,60
male,225,58,52,56,63
male,227,57,60,50,58
female,227,57,55,56,62
male,229,61,55,53,60
male,227,55,56,59,60
female,227,54,57,62,57
female,229,59,55,59,58
male,227,57,52,53,66
female,225,58,52,56,63
female,227,57,56,53,62
male,227,53,56,53,66
female,227,55,61,59,52
female,227,58,60,62,49
female,227,49,61,59,58
male,229,64,51,62,57
male,227,57,59,59,54
female,227,58,59,53,57
male,229,59,56,56,58
male,225,59,55,50,62
male,227,59,61,53,52
male,229,53,60,53,60
female,227,50,59,53,65
female,227,62,57,50,57
female,227,57,52,62,62
female,229,51,60,59,58
female,229,55,57,53,62
male,227,59,55,56,60
female,229,59,56,56,58
female,227,61,55,56,58
female,227,53,60,56,58
male,227,57,59,53,58
female,229,58,56,50,63
male,229,59,56,56,58
female,227,54,59,59,57
male,229,65,59,50,52
male,229,58,59,56,55
male,229,57,60,59,52
male,227,57,57,62,54
female,225,62,48,59,63
female,229,58,51,62,63
female,227,53,61,53,58
male,229,51,60,59,58
male,227,61,54,59,58
male,229,59,56,50,62
female,227,61,55,56,58
female,229,59,56,56,58
male,229,55,55,59,62
male,227,57,57,56,58
male,227,54,55,56,65
female,229,55,60,59,54
male,229,59,55,53,62
female,227,49,57,62,62
female,227,57,55,56,62
male,229,51,56,62,62
male,229,61,56,50,60
male,227,54,52,62,65
female,229,55,59,56,58
female,229,57,54,62,60
male,225,58,52,56,63
male,229,61,59,56,52
female,227,59,57,50,60
female,227,57,57,50,62
male,227,58,55,62,57
female,229,54,55,59,63
male,229,58,60,53,55
male,229,55,59,50,62
male,229,61,57,47,60
male,229,58,61,56,51
male,229,58,57,59,55
male,227,66,60,50,49
female,229,59,56,56,58
male,227,57,60,56,54
male,229,65,60,53,48
female,227,57,61,53,54
female,227,58,61,59,49
male,229,62,59,56,51
male,227,57,59,59,54
male,227,58,56,59,57
male,229,61,59,56,52
female,227,55,55,62,60
female,227,51,61,53,60
female,227,58,56,59,57
female,227,61,60,50,54
male,227,58,59,53,57
male,227,58,60,50,57
male,230,66,57,59,48
female,228,59,56,59,57
male,230,58,55,59,60
male,228,58,52,53,66
male,228,55,59,59,57
female,230,65,54,56,57
male,230,55,60,59,55
male,230,58,60,59,52
female,228,59,61,59,49
female,228,50,59,53,66
male,228,59,52,53,65
female,228,58,57,56,58
female,228,61,57,56,55
male,228,51,56,59,65
female,228,53,57,56,63
male,228,54,61,59,54
female,230,58,56,56,60
female,228,65,50,53,63
female,228,57,60,62,51
male,228,54,57,62,58
female,228,58,57,56,58
female,228,47,60,56,65
female,228,58,57,56,58
female,230,51,56,62,63
male,228,50,61,59,58
female,230,57,59,56,57
male,228,53,61,59,55
male,228,61,56,59,55
female,228,61,60,50,55
female,228,53,61,59,55
male,228,61,56,59,55
male,228,62,59,47,58
male,228,61,57,56,55
male,230,61,60,59,49
male,228,65,50,53,63
male,230,53,59,50,65
female,230,59,60,53,55
female,228,57,60,56,55
female,228,58,57,56,58
female,228,54,57,62,58
female,228,58,56,59,58
female,228,62,48,56,66
female,230,51,61,62,55
male,230,47,60,59,63
female,228,58,57,56,58
female,230,55,56,56,63
female,230,55,59,62,55
female,230,53,56,56,65
female,228,58,56,53,62
female,230,55,60,59,55
female,230,51,57,59,63
female,230,55,60,59,55
female,228,59,61,59,49
male,228,54,60,62,54
male,230,55,57,53,63
female,228,58,56,59,58
female,230,50,59,62,60
male,228,55,54,59,65
male,228,58,57,56,58
female,230,55,60,59,55
female,228,61,57,56,55
male,230,58,56,56,60
female,228,53,60,62,55
male,228,58,56,59,58
male,230,57,59,56,57
female,228,57,61,59,51
female,228,61,52,53,63
male,228,59,52,53,65
male,230,58,55,59,60
male,231,61,59,56,54
male,229,55,59,59,58
male,231,57,60,59,54
male,231,53,57,59,62
female,229,55,61,59,54
female,229,47,60,62,62
female,227,61,52,56,62
female,229,62,56,59,55
female,229,54,56,59,63
female,231,53,61,56,58
female,231,61,60,53,54
male,231,61,56,56,58
male,229,66,50,53,63
male,231,57,60,53,58
female,229,54,56,59,63
female,231,59,54,62,60
female,231,55,57,59,60
male,229,59,61,53,54
male,227,65,51,59,58
male,229,66,48,56,63
female,231,55,60,53,60
male,229,59,56,59,58
male,231,65,56,50,58
male,231,58,61,50,57
male,231,57,55,59,62
female,229,57,60,50,60
female,231,54,60,59,57
female,229,58,61,59,51
female,229,57,59,53,60
female,231,59,56,56,60
female,231,59,54,62,60
female,231,53,59,62,58
male,227,61,54,53,62
male,231,57,55,53,66
female,227,62,48,59,65
male,227,59,55,44,68
male,231,59,57,53,60
female,229,59,52,62,62
female,229,64,54,59,57
male,231,54,56,56,65
female,227,58,54,53,65
female,231,54,60,59,57
female,231,58,60,53,57
male,229,57,61,59,52
male,227,65,51,59,58
male,231,62,57,53,57
female,227,61,56,47,62
male,229,55,59,59,58
male,229,49,61,59,60
male,231,54,54,62,65
male,231,61,52,59,62
male,229,64,56,53,57
female,229,57,59,53,60
female,231,55,57,59,60
male,231,57,56,62,58
female,231,62,55,59,57
female,231,54,60,59,57
female,231,59,60,59,52
female,231,57,56,56,62
female,229,46,60,62,63
male,231,64,57,59,51
female,231,64,57,59,51
female,231,49,60,59,62
male,231,54,57,53,65
male,231,61,57,53,58
female,229,57,56,59,60
male,231,61,57,59,54
female,229,62,59,59,51
female,229,59,56,59,58
male,231,61,55,53,62
male,231,57,57,59,58
male,229,61,55,56,60
male,229,53,60,56,60
male,229,54,60,62,55
male,229,62,59,59,51
male,229,66,56,59,51
female,231,53,61,56,58
female,229,59,57,56,58
male,231,65,56,50,58
male,227,65,55,50,58
female,231,53,60,59,58
male,231,58,52,59,65
male,229,55,59,59,58
female,229,57,61,59,52
male,231,62,56,56,57
female,231,57,56,62,58
male,231,57,57,53,62
male,231,61,52,59,62
male,229,59,56,59,58
female,229,57,57,56,60
male,229,59,59,53,58
female,229,59,52,62,62
female,231,62,55,59,57
male,232,62,54,56,62
female,232,59,56,62,57
female,232,57,60,59,55
female,230,58,56,59,60
female,230,55,57,56,63
male,232,58,61,56,54
female,232,53,57,59,63
male,230,66,50,50,66
male,228,61,51,59,63
male,232,62,54,62,58
female,230,65,48,56,65
male,232,62,60,53,54
female,232,57,59,50,63
male,232,54,60,59,58
female,230,55,60,62,55
male,230,64,59,53,54
male,230,64,56,53,58
female,232,57,56,56,63
female,230,59,59,59,55
female,230,64,55,56,58
male,230,59,59,59,55
male,232,54,59,56,62
male,230,55,57,56,63
male,230,66,51,56,60
female,230,64,57,50,58
male,232,57,60,59,55
female,232,59,54,56,65
female,232,59,59,56,57
female,232,59,54,56,65
male,232,58,54,56,66
male,230,58,57,56,60
female,232,55,60,59,57
female,232,61,55,53,63
male,230,55,59,53,63
female,232,57,56,56,63
female,232,59,59,56,57
male,228,61,56,47,63
male,230,59,60,62,51
female,230,55,60,62,55
female,232,54,61,56,58
female,232,59,59,56,57
male,230,59,60,56,55
female,230,61,50,59,65
female,232,58,60,53,58
male,228,61,55,50,63
female,232,57,56,56,63
male,230,59,54,59,63
female,228,62,54,53,62
male,232,62,60,53,54
male,230,57,54,59,65
male,230,66,59,59,48
male,230,59,56,53,63
male,232,62,61,50,54
female,230,62,57,62,52
male,230,58,57,56,60
male,232,58,60,59,54
female,232,58,60,59,54
female,230,51,57,62,63
female,230,54,59,59,60
female,230,58,57,56,60
male,230,64,57,56,54
female,232,54,60,59,58
male,232,61,57,59,55
female,232,54,56,56,66
female,232,59,57,59,57
male,232,62,59,50,58
male,232,58,59,50,62
female,232,62,57,53,58
female,232,58,57,59,58
female,232,57,61,56,55
female,230,55,61,59,55
male,232,61,60,53,55
female,232,55,60,59,57
male,232,54,60,53,62
female,230,64,56,59,54
male,232,65,56,56,55
female,232,61,57,59,55
female,230,55,56,59,63
female,232,55,61,56,57
male,232,62,56,56,58
female,232,62,57,53,58
male,230,64,59,53,54
male,228,62,52,50,66
male,230,57,55,56,65
male,228,66,51,59,58
female,231,58,57,62,57
female,233,58,60,59,55
female,229,59,51,59,66
male,231,66,57,62,49
female,231,61,57,56,58
female,231,64,55,62,55
female,233,51,56,62,66
female,229,59,50,62,66
female,233,57,56,62,60
female,233,59,60,59,54
female,231,58,55,56,65
male,233,59,55,53,66
female,231,53,60,56,62
male,233,59,56,56,62
female,231,57,59,59,58
female,231,57,56,59,62
male,233,54,57,59,63
male,231,65,56,59,54
female,233,59,57,59,58
female,233,61,61,62,48
male,231,62,51,56,65
male,231,58,60,56,57
female,233,57,59,56,60
female,233,59,57,59,58
male,231,50,59,59,65
male,233,64,57,53,57
male,233,55,60,59,58
male,229,62,54,53,63
male,233,59,56,56,62
female,231,61,57,62,54
female,233,55,61,62,54
male,231,59,59,53,60
female,231,57,57,62,58
male,233,59,60,59,54
female,233,64,60,59,49
male,231,59,57,56,60
female,231,57,56,59,62
female,233,54,56,62,63
male,231,65,48,56,66
female,233,55,59,56,62
male,233,61,55,59,60
male,231,61,59,59,54
male,233,65,52,59,60
female,231,61,55,56,62
male,233,61,56,56,60
female,231,64,51,56,63
male,229,64,50,56,65
male,233,58,60,59,55
male,233,58,59,62,55
male,233,59,54,56,66
female,231,55,60,56,60
female,233,55,59,56,62
female,231,55,55,56,68
female,231,65,59,53,54
male,231,57,59,53,62
male,231,66,52,47,65
male,229,65,51,59,60
male,231,57,61,59,54
male,233,61,56,56,60
male,233,61,60,59,52
male,231,55,60,56,60
male,233,55,59,62,58
female,231,58,56,53,65
female,231,64,52,53,63
male,233,55,60,59,58
male,231,49,60,62,62
male,233,55,59,56,62
female,231,62,54,50,65
female,231,62,60,62,49
female,231,57,60,62,54
male,233,55,59,62,58
male,231,62,61,47,57
female,231,53,60,62,58
male,229,59,52,56,66
male,233,55,59,62,58
female,231,61,60,56,54
female,233,58,61,56,55
female,233,58,60,62,55
female,235,53,61,56,62
female,235,58,55,59,65
female,234,64,56,56,58
male,233,62,57,50,63
male,233,65,50,53,68
female,235,59,59,56,60
male,232,62,56,44,66
female,231,64,54,53,63
male,232,58,56,59,62
male,230,58,50,62,68
male,232,59,54,59,65
female,234,57,56,56,65
male,234,57,59,62,57
female,233,55,60,56,62
male,230,62,52,50,68
male,232,58,61,47,62
male,232,59,59,59,57
male,232,58,54,59,66
male,233,59,60,56,58
male,232,59,52,62,65
female,232,61,55,56,63
male,232,58,59,59,58
male,235,61,57,59,58
male,232,62,55,56,62
male,233,61,57,56,60
male,234,64,55,53,62
female,233,61,57,56,60
male,233,58,59,53,63
male,234,59,55,59,63
male,232,61,59,59,55
female,235,65,55,59,58
female,233,66,50,59,63
female,233,58,56,59,63
female,234,59,61,62,51
female,233,53,61,59,60
female,234,61,59,56,57
female,232,62,57,62,54
female,235,55,60,59,60
male,232,58,59,59,58
male,234,62,57,53,60
male,232,58,61,59,54
male,234,59,56,56,63
female,234,61,54,56,65
male,234,59,56,56,63
male,235,61,57,53,62
female,235,59,57,59,60
female,235,66,60,59,49
male,232,55,61,59,57
male,232,57,60,62,55
female,235,64,57,59,55
female,235,53,56,62,66
female,232,55,61,59,57
male,233,65,50,53,68
male,232,58,57,56,62
female,234,59,60,59,55
male,232,61,61,59,51
female,235,61,56,56,62
male,234,65,56,56,57
male,233,64,51,56,65
female,233,59,55,56,66
female,232,57,60,62,55
male,234,61,59,56,57
female,234,64,57,53,58
female,232,49,61,59,63
male,231,62,50,62,65
female,235,57,59,62,58
female,235,54,61,62,57
male,232,61,57,50,63
female,234,61,59,56,57
female,233,55,59,59,62
female,235,54,56,62,65
male,231,62,52,56,65
female,232,61,59,59,55
female,232,62,56,53,62
male,233,58,61,59,55
male,232,62,55,62,58
male,233,61,56,59,60
male,232,50,61,59,62
female,232,61,61,53,55
male,235,59,57,59,60
female,234,58,56,62,60
male,233,62,60,62,51
female,233,58,56,59,63
male,232,58,55,62,62
female,235,62,57,59,57
female,233,54,57,62,63
female,234,64,57,47,62
female,235,53,61,56,62
male,232,54,61,53,62
female,235,55,60,59,60
male,235,61,57,59,58
male,232,51,59,59,65
female,233,59,57,56,62
male,230,61,52,56,65
female,233,61,59,53,60
female,233,57,57,62,60
female,234,59,56,56,63
male,232,54,61,59,58
female,234,62,61,56,52
female,235,55,59,62,60
male,235,62,55,53,65
female,233,59,60,62,54
male,234,51,59,62,63
male,233,51,60,62,62
female,232,55,59,53,65
male,230,61,54,53,65
male,234,64,56,50,62
male,234,62,61,62,48
male,235,59,57,59,60
male,234,57,60,59,57
female,232,53,59,59,63
male,232,61,59,59,55
male,235,58,60,59,57
male,235,57,59,56,62
male,235,64,54,56,63
female,235,53,61,62,58
female,233,57,60,56,60
male,233,53,60,62,60
male,232,65,61,53,51
female,234,53,57,59,65
female,234,65,55,59,57
male,235,61,57,53,62
female,235,64,59,56,55
male,233,65,55,56,60
female,235,53,60,59,62
male,233,64,61,59,49
female,235,57,59,56,62
female,235,59,57,59,60
female,233,59,60,56,58
male,232,58,61,53,58
male,232,66,59,47,58
female,234,55,59,56,63
male,234,62,59,62,52
male,232,61,60,62,51
female,234,59,61,56,55
female,234,59,55,59,63
male,233,58,60,62,55
female,233,58,56,59,63
male,232,58,61,59,54
male,233,61,60,62,52
female,234,57,60,59,57
male,235,61,57,59,58
female,232,58,56,59,62
female,235,64,59,56,55
male,233,59,60,56,58
female,233,61,59,53,60
male,232,61,60,56,55
male,233,59,57,62,58
male,234,62,55,59,60
female,235,57,60,59,58
female,232,57,61,59,55
female,234,53,61,62,57
female,235,58,60,59,57
female,235,57,59,62,58
female,232,54,60,62,58
male,233,59,55,56,66
female,234,59,55,59,63
female,232,61,55,56,63
male,232,62,57,56,58
male,234,62,56,56,60
male,233,62,54,59,63
male,235,61,60,47,62
male,234,59,59,50,63
female,232,61,60,56,55
male,234,54,60,62,60
female,236,54,60,59,62
female,236,65,60,59,51
male,234,65,54,50,65
female,236,58,57,59,62
male,234,59,55,62,63
female,236,61,59,62,55
male,234,59,60,62,55
female,236,58,57,53,66
